Sample,Region,Age,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,L.O.I,Total,P,K,Sc,Ti,V,Cr,Mn,Co,Ni,Cu,Zn,Ga,Ge,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Pb,Th,U,Age (Ma),87Rb/86Sr,87Sr/86Sr,2s,(87Sr/86Sr)i,147Sm/144Nd,143Nd/144Nd,2s,TDM(Ga),εNd(t),,,mAl2O3,mCaO,mNa2O,mK2O,mFeO,TFeO,mMgO,Mg#,Na2O/K2O,0.111111111,0.056847545,0.884353741,Ce/Pb,Nb/Ta,nLa,nCe,nPr,nNd,nSm,nEu,nGd,nTb,nDy,nHo,nEr,nTm,nYb,nLu
SDP1424,West,Early K,56.92,0.78,18.14,5.5,,0.08,2.19,4.22,4.61,2.59,0.24,3.98,94.96,,,11.3,,119,8.41,11.2,6.5,38.4,44.8,17.6,,,66.2,891,13.4,123,4.48,9.19,618,18.1,39,4.8,19.1,3.86,1.04,3.07,0.43,2.37,0.45,1.32,0.18,1.18,0.18,3.23,0.26,14.7,3.66,1.24,121,0.2213,0.705276,,0.70489,0.1223,0.51265,,0.84,1.4,,,0.177843137,0.075357143,0.074354839,0.027553191,0.068734722,4.9489,0.05475,44.33746865,1.77992278,2.864485981,,,2.653061224,17.23076923,76.371 ,63.725 ,50.526 ,40.899 ,25.229 ,17.931 ,14.939 ,11.497 ,9.331 ,7.951 ,7.976 ,7.059 ,6.941 ,7.087 
SDP1425,West,Early K,57.42,0.64,16.92,5.73,,0.09,2.1,4.21,4.85,3.1,0.29,4.18,95.04,,,8.82,,95.5,2.29,11.2,2.23,10.8,70.3,18.1,,,84.8,846,13.4,146,5.41,4.4,791,21.5,45.2,5.47,21.1,4.21,1.13,3.15,0.44,2.53,0.46,1.3,0.19,1.23,0.2,3.49,0.3,10.8,4.22,1.18,,,,,,,,,,,,,0.165882353,0.075178571,0.078225806,0.032978723,0.071609083,5.155854,0.0525,42.30149687,1.564516129,2.875776398,,,4.185185185,18.03333333,90.717 ,73.856 ,57.579 ,45.182 ,27.516 ,19.483 ,15.328 ,11.765 ,9.961 ,8.127 ,7.855 ,7.451 ,7.235 ,7.874 
SDP1431,West,Early K,61.35,0.55,15.24,4.42,,0.07,2.5,3.63,4.09,2.46,0.17,4.85,94.24,,,10,,87.9,59.6,12.6,21.7,16.4,57,17.8,,,66.5,599,11.5,134,6.73,8.17,648,23.6,47.7,5.26,19.5,3.6,0.95,2.84,0.4,2.12,0.4,1.06,0.14,1.09,0.15,3.5,0.53,13.8,9.94,1.97,120,0.3314,0.705412,,0.70485,0.1118,0.51261,,0.81,0.7,,,0.149411765,0.064821429,0.065967742,0.026170213,0.055237722,3.977116,0.0625,53.08409133,1.662601626,2.901840491,,,3.456521739,12.69811321,99.578 ,77.941 ,55.368 ,41.756 ,23.529 ,16.379 ,13.820 ,10.695 ,8.346 ,7.067 ,6.405 ,5.490 ,6.412 ,5.906 
SDP1418,West,Early K,57.94,0.96,16.27,6.79,,0.08,2.3,3.61,4.27,1.57,0.54,5.19,99.53,,,12.6,,127,50.7,,14.4,29.7,20.6,90.6,20.1,,42.7,861,15.8,212,10.1,5.62,419,37.9,81.6,9.73,38.6,7.16,1.76,4.9,0.61,3.15,0.57,1.53,0.19,1.24,0.19,4.81,0.53,10.5,5.68,1.22,,,,,,,,,,,,,0.159509804,0.064464286,0.068870968,0.016702128,0.084856139,6.109642,0.0575,40.39165465,2.719745223,2.99375,,,7.771428571,19.05660377,159.916 ,133.333 ,102.421 ,82.655 ,46.797 ,30.345 ,23.844 ,16.310 ,12.402 ,10.071 ,9.245 ,7.451 ,7.294 ,7.480 
SDP1420,West,Early K,59.26,0.66,17.52,5.72,,0.08,2.37,4.62,4.2,2.15,0.27,2.58,99.43,,,11.1,,106,41.2,,14.1,16.3,19.3,80.4,20.8,,48.5,890,15.1,175,6.45,1.78,752,25.2,54.8,6.47,25.1,4.93,1.2,3.72,0.51,2.8,0.52,1.46,0.19,1.3,0.2,4.3,0.37,14.5,5.53,1.39,121,0.1624,0.705013,,0.70473,0.1186,0.51264,,0.83,1.2,,,0.171764706,0.0825,0.067741935,0.02287234,0.071484111,5.146856,0.05925,45.32099503,1.953488372,3,,,3.779310345,17.43243243,106.329 ,89.542 ,68.105 ,53.747 ,32.222 ,20.690 ,18.102 ,13.636 ,11.024 ,9.187 ,8.822 ,7.451 ,7.647 ,7.874 
SDP1421,West,Early K,58.85,0.66,17.49,5.67,,0.09,1.66,4.22,4.43,2.42,0.26,3.74,99.48,,,10.6,,100,37.9,,11.6,15.1,21.1,78.7,19.8,,57.2,838,14.5,166,6.08,4.74,737,23.6,49.3,5.98,23.5,4.57,1.24,3.59,0.47,2.68,0.5,1.35,0.2,1.33,0.18,3.98,0.35,15,5.2,1.26,,,,,,,,,,,,,0.171470588,0.075357143,0.071451613,0.025744681,0.07085925,5.101866,0.0415,36.9350988,1.830578512,3.112903226,,,3.286666667,17.37142857,99.578 ,80.556 ,62.947 ,50.321 ,29.869 ,21.379 ,17.470 ,12.567 ,10.551 ,8.834 ,8.157 ,7.843 ,7.824 ,7.087 
SDP1426,West,Early K,57.75,0.74,16.55,5.47,,0.14,3.03,5.95,3.84,2.01,0.25,3.83,99.56,,,13.6,,113,148,,17.9,47.7,13.6,71.7,19.8,,40.7,974,11.9,146,5.32,0.89,916,25.6,48.4,5.65,21.7,4.02,1.11,3.05,0.42,2.31,0.42,1.14,0.16,1.03,0.15,3.57,0.36,17.2,5.95,1.54,121,0.1245,0.705047,,0.70483,0.1121,0.51265,,0.75,1.6,,,0.162254902,0.10625,0.061935484,0.021382979,0.068359806,4.921906,0.07575,52.56408452,1.910447761,3.954545455,,,2.813953488,14.77777778,108.017 ,79.085 ,59.474 ,46.467 ,26.275 ,19.138 ,14.842 ,11.230 ,9.094 ,7.420 ,6.888 ,6.275 ,6.059 ,5.906 
SDP1428,West,Early K,61.82,0.72,16.28,4.83,,0.12,2.76,2.41,4.21,2.7,0.3,3.17,99.32,,,11,,104,49.2,,9.37,17.1,20.9,136,21.4,,68,673,14.8,185,8.71,3.27,949,33.8,64.5,7.35,27.8,5.02,1.27,3.8,0.51,2.85,0.5,1.37,0.19,1.23,0.18,4.58,0.58,63.9,9.34,2.24,121,0.3013,0.705575,,0.70506,0.1092,0.51259,,0.82,0.3,,,0.159607843,0.043035714,0.067903226,0.028723404,0.060361583,4.346034,0.069,53.33886477,1.559259259,4.0703125,,,1.009389671,15.01724138,142.616 ,105.392 ,77.368 ,59.529 ,32.810 ,21.897 ,18.491 ,13.636 ,11.220 ,8.834 ,8.278 ,7.451 ,7.235 ,7.087 
SDP1429,West,Early K,59.98,0.71,17.94,4.73,,0.12,1.89,2.01,4.91,2.61,0.3,4.21,99.41,,,9.23,,91.7,52.8,,12.7,18.9,18.9,138,22.2,,87.8,742,14.5,191,8.83,5.04,384,36.2,67.3,7.67,28.6,5.17,1.33,3.77,0.53,2.82,0.48,1.34,0.2,1.37,0.19,4.82,0.58,18.2,10.4,2.73,120,0.353,0.705545,,0.70494,0.1092,0.51261,,0.79,0.8,,,0.175882353,0.035892857,0.079193548,0.027765957,0.059111861,4.256054,0.04725,44.42381837,1.881226054,6.746666667,,,3.697802198,15.22413793,152.743 ,109.967 ,80.737 ,61.242 ,33.791 ,22.931 ,18.345 ,14.171 ,11.102 ,8.481 ,8.097 ,7.843 ,8.059 ,7.480 
SDP1407,West,Early K,79.71,0.82,12.64,0.2,,<0.001,<0.01,0.11,<0.03,0.03,0.29,5.58,99.38,,,7.06,,95.1,21.3,,0.075,0.22,1.19,1.92,23.7,,0.29,1723,7.73,239,9.88,0.078,728,33.4,66.1,7.13,25,3.41,0.71,2.04,0.29,1.5,0.28,0.89,0.12,0.93,0.14,5.65,0.62,333,8.95,2.53,,,,,,,,,,,,,0.123921569,0.001964286,#VALUE!,0.000319149,0.002499444,0.17996,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,,,0.198498498,15.93548387,140.928 ,108.007 ,75.053 ,53.533 ,22.288 ,12.241 ,9.927 ,7.754 ,5.906 ,4.947 ,5.378 ,4.706 ,5.471 ,5.512 
SDP1408,West,Early K,68.65,0.6,15.08,4.86,,<0.001,0.01,0.13,0.09,0.8,0.43,9.35,99.99,,,7.57,,101,39.9,,0.21,0.43,4.39,4.56,22.7,,1.12,2146,7.24,159,8.47,0.11,748,35.5,69.9,7.62,27.3,4.55,1.06,2.8,0.31,1.48,0.26,0.79,0.13,0.84,0.13,4.02,0.57,52.2,10.6,2.58,,,,,,,,,,,,,0.147843137,0.002321429,0.001451613,0.008510638,0.0607365,4.373028,0.00025,0.409926787,0.1125,#DIV/0!,,,1.33908046,14.85964912,149.789 ,114.216 ,80.211 ,58.458 ,29.739 ,18.276 ,13.625 ,8.289 ,5.827 ,4.594 ,4.773 ,5.098 ,4.941 ,5.118 
SDP1410,West,Early K,81.57,0.65,11.66,0.11,,<0.001,<0.01,0.1,<0.03,0.01,0.33,4.86,99.28,,,5.92,,51,27.2,,0.16,0.3,2.67,1.83,20.6,,0.56,1241,10.1,177,8.87,0.11,478,37.9,73.6,8.14,30.5,5.28,1.14,3.21,0.38,1.94,0.36,1.05,0.16,1.07,0.16,4.54,0.59,68.4,11.1,2.37,,,,,,,,,,,,,0.114313725,0.001785714,#VALUE!,0.000106383,0.001374694,0.098978,#VALUE!,#VALUE!,#VALUE!,#DIV/0!,,,1.076023392,15.03389831,159.916 ,120.261 ,85.684 ,65.310 ,34.510 ,19.655 ,15.620 ,10.160 ,7.638 ,6.360 ,6.344 ,6.275 ,6.294 ,6.299 
SDP1412,West,Early K,64.27,0.78,19.62,5.36,,<0.001,0.01,0.06,<0.03,0.27,0.27,8.65,99.29,,,9.52,,100,58.3,,0.4,0.49,2.78,2.96,24.6,,0.49,864,9.93,220,10.8,0.032,552,39.5,78,8.85,34,6.52,1.45,3.97,0.48,2.28,0.39,1.17,0.17,1.26,0.19,5.58,0.75,35,13.1,3.94,,,,,,,,,,,,,0.192352941,0.001071429,#VALUE!,0.00287234,0.066985111,4.822928,0.00025,0.371829534,#VALUE!,#DIV/0!,,,2.228571429,14.4,166.667 ,127.451 ,93.158 ,72.805 ,42.614 ,25.000 ,19.319 ,12.834 ,8.976 ,6.890 ,7.069 ,6.667 ,7.412 ,7.480 
SDQ1424,West,Early K,76.84,0.13,12.43,0.94,,0.02,0.22,0.3,2.96,4.82,0.01,0.94,99.61,,,2.2,,11.4,2.31,,1.35,0.89,1.11,13.8,13.2,,166,224,6.15,84.3,8.84,3,874,28.7,47,4.68,14.2,1.88,0.31,1.3,0.18,1.01,0.19,0.56,0.09,0.61,0.099,2.86,0.89,17.7,19.8,2.17,,,,,,,,,,,,,0.121862745,0.005357143,0.047741935,0.051276596,0.011747389,0.845812,0.0055,31.88888495,0.614107884,,,,2.655367232,9.93258427,121.097 ,76.797 ,49.263 ,30.407 ,12.288 ,5.345 ,6.326 ,4.813 ,3.976 ,3.357 ,3.384 ,3.529 ,3.588 ,3.898 
SL0917,Middle,Mid K,74.05,0.28,13.43,1.61,,0.01,0.39,1.27,3.42,4.92,0.08,0.49,99.96,,,1.84,,22,67,7.6,7.6,4.9,5.3,25,13.9,,96,257,10.3,111,11.8,1.29,494,24,41,4.6,17.67,2.86,0.55,2.3,0.33,1.87,0.36,1.14,0.18,1.33,0.21,3.6,0.94,21,7.96,2.7,113,,,,,0.0978,0.512664,,0.507,2,,,0.131666667,0.022678571,0.05516129,0.052340426,0.020120528,1.448678,0.00975,32.64086953,0.695121951,,,,1.952380952,12.55319149,101.266 ,66.993 ,48.421 ,37.837 ,18.693 ,9.483 ,11.192 ,8.824 ,7.362 ,6.360 ,6.888 ,7.059 ,7.824 ,8.268 
PM10-39-1,Middle,Mid K,70.14,0.43,17.32,2.03,0.07,0.03,0.08,0.42,0.35,2.82,0.15,5.79,99.63,,,,,,,,,,,,,,104,308,9.1,136,7.7,5.12,407.93,19.4,35.7,4.23,15.8,2.87,0.78,2.45,0.35,1.77,0.31,0.82,0.13,0.8,0.12,4.36,0.66,,6.2,2.42,113.2,,,,,,,,,,,,0.169803922,0.0075,0.005645161,0.03,0.026341583,1.896594,0.002,7.056768764,0.124113475,,,,#DIV/0!,11.66666667,81.857 ,58.333 ,44.526 ,33.833 ,18.758 ,13.448 ,11.922 ,9.358 ,6.969 ,5.477 ,4.955 ,5.098 ,4.706 ,4.724 
Tr146,Middle,Mid K,66.08,0.44,14.53,1.75,1.29,0.04,3.02,1.44,4.5,4.01,0.04,2.58,99.79,,,,,,71,,,35.5,,,,,84.5,671.68,11.48,190,11,,1030,26.4,47.65,4.65,19.86,3.44,0.87,2.6,0.34,2.3,0.38,1.18,0.16,1.07,0.14,,,27.98,18,1.94,129,0.36,0.705233,,0.70448,0.1211,0.512666,,0.6,2,,,0.14245098,0.025714286,0.072580645,0.042659574,0.039786806,2.86465,0.0755,65.48884726,1.122194514,,,,1.703002144,#DIV/0!,111.392 ,77.859 ,48.947 ,42.527 ,22.484 ,15.000 ,12.652 ,9.091 ,9.055 ,6.714 ,7.130 ,6.275 ,6.294 ,5.512 
Ta147,Middle,Early K,61.78,0.57,16,2.76,1.73,0.09,4.07,3.08,4.85,2.52,0.04,2.3,100.43,,,,,,280,,,100,,,,,76.9,685.57,9.76,130,10,,900,22.76,43.1,3.89,17.06,3.35,0.82,1.95,0.24,1.73,0.29,0.89,0.11,0.79,0.1,,,34.22,22,2.18,129,0.32,0.705542,,0.70486,0.1133,0.512612,,0.7,1,,,0.156862745,0.055,0.078225806,0.026808511,0.058520111,4.213448,0.10175,63.48657232,1.924603175,,,,1.25949737,#DIV/0!,96.034 ,70.425 ,40.947 ,36.531 ,21.895 ,14.138 ,9.489 ,6.417 ,6.811 ,5.124 ,5.378 ,4.314 ,4.647 ,3.937 
An157,Middle,Early K,60.72,0.72,15.41,2.04,3.24,0.06,3.34,3.81,4.74,0.77,0.18,5.4,100.23,,,,,,135,,,69,,,,,15.2,527.79,8.98,150,11,,270,9.79,17.91,3.18,10.6,2.35,0.57,1.97,0.52,1.58,0.45,1,0.23,0.92,0.17,,,19.63,45,0.43,129,0.08,0.703562,,0.70338,0.1369,0.512848,,0.4,5.3,,,0.151078431,0.068035714,0.076451613,0.008191489,0.070494333,5.075592,0.0835,54.22277443,6.155844156,,,,0.912379012,#DIV/0!,41.308 ,29.265 ,33.474 ,22.698 ,15.359 ,9.828 ,9.586 ,13.904 ,6.220 ,7.951 ,6.042 ,9.020 ,5.412 ,6.693 
An156,Middle,Early K,58.24,0.76,15.81,1.34,4.69,0.1,3.49,5.12,4.58,1.33,0.18,4.59,99.88,,,,,,235,,,55,,,,,21.3,1052.7,13.56,160,8.5,,720,19.65,39.4,6.03,19.2,3.83,1,2.89,0.65,2.33,0.59,1.37,0.26,1.29,0.19,,,10.39,9.8,1.12,129,0.06,0.705236,,0.70511,0.1238,0.512614,,0.7,1,,,0.155,0.091428571,0.073870968,0.014148936,0.081885167,5.895732,0.08725,51.58596034,3.443609023,,,,3.792107796,#DIV/0!,82.911 ,64.379 ,63.474 ,41.113 ,25.033 ,17.241 ,14.063 ,17.380 ,9.173 ,10.424 ,8.278 ,10.196 ,7.588 ,7.480 
An153,Middle,Early K,61.9,0.67,17.57,0.6,3.04,0.11,0.54,4.26,4.3,2.49,0.35,4.05,99.85,,,,,,48,,,17.5,,,,,110.9,458.12,12.62,230,18,,880,25.91,40.21,3.7,22.56,3.62,0.82,2.6,0.24,2.48,0.39,1.22,0.08,1.14,0.14,,,7.56,5,2.16,129,0.7,0.706364,,0.70484,0.1124,0.512638,,0.6,1.8,,,0.172254902,0.076071429,0.069354839,0.026489362,0.049720556,3.57988,0.0135,21.35381425,1.726907631,,,,5.318783069,#DIV/0!,109.325 ,65.703 ,38.947 ,48.308 ,23.660 ,14.138 ,12.652 ,6.417 ,9.764 ,6.890 ,7.372 ,3.137 ,6.706 ,5.512 
JY21-1,Middle,Late K,69.04,0.48,15.91,1.67,,0.03,1.01,1.47,3.37,4.53,0.14,1.88,99.52,,,4.3,2371,38.8,20.9,202,48,18.8,13.8,29.5,18.8,,153,327,8.3,155,6.8,8.8,558,18.3,36.5,4.23,15.8,3.17,0.85,2.49,0.35,1.77,0.34,0.81,0.11,0.75,0.11,3.92,0.62,17.3,5.9,2.29,104,1.35,0.7075003,,0.705504,0.1214,0.512623,,0.873,0.72,,,0.155980392,0.02625,0.054354839,0.048191489,0.020870361,1.502666,0.02525,54.74805355,0.74392936,,,,2.10982659,10.96774194,77.215 ,59.641 ,44.526 ,33.833 ,20.719 ,14.655 ,12.117 ,9.358 ,6.969 ,6.007 ,4.894 ,4.314 ,4.412 ,4.331 
JY21-2,Middle,Late K,69.21,0.48,15.94,1.6,,0.03,0.96,1.52,3.43,4.4,0.13,1.83,99.51,,,4.1,2344,42.1,22,179,48.5,20,18,35.3,18.5,,145,322,8.3,150,6.7,8,556,18.9,37.2,4.35,15.8,3.19,0.83,2.44,0.33,1.79,0.34,0.87,0.12,0.76,0.12,3.79,0.62,17.3,6.1,2.25,104,1.3,0.707417,,0.705498,0.1218,0.512631,,0.864,0.85,,,0.15627451,0.027142857,0.055322581,0.046808511,0.019995556,1.43968,0.024,54.55096474,0.779545455,,,,2.150289017,10.80645161,79.747 ,60.784 ,45.789 ,33.833 ,20.850 ,14.310 ,11.873 ,8.824 ,7.047 ,6.007 ,5.257 ,4.706 ,4.471 ,4.724 
JY21-3,Middle,Late K,69.16,0.48,15.92,1.67,,0.03,1,1.47,3.38,4.47,0.13,1.83,99.52,,,4.5,2436,43.9,32,218,48.1,18.6,13.7,30.5,18.9,,161,318,8.4,139,6.8,8.7,560,18.5,36.5,4.25,15.4,3.13,0.84,2.49,0.35,1.72,0.33,0.82,0.12,0.74,0.11,3.59,0.63,17.1,6.1,2.3,104,1.47,0.7075063,,0.705339,0.1229,0.512628,,0.879,0.79,,,0.156078431,0.02625,0.054516129,0.047553191,0.020870361,1.502666,0.025,54.501424,0.756152125,,,,2.134502924,10.79365079,78.059 ,59.641 ,44.737 ,32.976 ,20.458 ,14.483 ,12.117 ,9.358 ,6.772 ,5.830 ,4.955 ,4.706 ,4.353 ,4.331 
LS3-1,Middle,Mid K,63.37,0.71,16.32,4.23,,0.04,2.41,2.4,5,2.72,0.25,2.34,99.8,,,,,,,,8.57,2.24,,,,,62.6,973,16.2,200,12.6,,974,30.9,62.8,7.92,29.1,4.87,1.27,3.76,0.48,2.47,0.44,1.17,0.17,1.16,0.19,4.24,0.8,,5.64,1.5,118.7,,,,,,,,,,,,0.16,0.042857143,0.080645161,0.02893617,0.05286325,3.806154,0.06025,53.26520103,1.838235294,,,,#DIV/0!,15.75,130.380 ,102.614 ,83.368 ,62.313 ,31.830 ,21.897 ,18.297 ,12.834 ,9.724 ,7.774 ,7.069 ,6.667 ,6.824 ,7.480 
LS3-3,Middle,Mid K,62.74,0.61,16.7,3.36,,0.07,1.38,3.35,4.19,4.14,0.2,3.09,99.83,,,,,,,,36.1,0.84,,,,,41.2,492,15.4,212,12.2,,1166,17.1,39.3,4.77,17.9,3.38,0.81,3.01,0.41,2.23,0.43,1.23,0.19,1.26,0.2,4.68,0.86,,3.25,1.3,114,,,,,,,,,,,,0.16372549,0.059821429,0.067580645,0.044042553,0.041990667,3.023328,0.0345,45.10354204,1.012077295,,,,#DIV/0!,14.18604651,72.152 ,64.216 ,50.211 ,38.330 ,22.092 ,13.966 ,14.647 ,10.963 ,8.780 ,7.597 ,7.432 ,7.451 ,7.412 ,7.874 
LS1-1,Middle,Mid K,68.79,0.58,16.21,2.48,,0.01,1.57,1.28,0.22,3.87,0.19,5.09,100.3,,,10.5,,83.93,208.1,,10.57,86.19,29.92,44.13,21.21,,71.46,344.3,9.42,134,4.65,,192,15.25,31.46,4.05,15.18,2.88,0.63,2.36,0.34,1.84,0.36,0.98,0.15,0.96,0.14,3.79,0.31,10.59,6.82,1.86,113,0.6006,0.707007,,0.706025,0.1147,0.512521,,,-1.08,,,0.158921569,0.022857143,0.003548387,0.041170213,0.030993111,2.231504,0.03925,55.87736559,0.056847545,,,,2.970727101,15,64.346 ,51.405 ,42.632 ,32.505 ,18.824 ,10.862 ,11.484 ,9.091 ,7.244 ,6.360 ,5.921 ,5.882 ,5.647 ,5.512 
LS1-2,Middle,Mid K,65.94,0.56,15.71,2.74,,0.02,1.84,2.04,0.59,3.78,0.18,6.07,99.47,,,10.7,,89.43,245.5,,10.62,76.02,32.76,44.32,20.9,,71.68,400.2,9.73,130,4.5,,220,15.76,32,4.07,15.4,2.92,0.68,2.48,0.36,1.94,0.37,1,0.15,0.96,0.14,3.68,0.3,12.23,6.63,1.81,113,0.5183,0.706719,,0.705872,0.1145,0.512514,,,-1.21,,,0.154019608,0.036428571,0.009516129,0.040212766,0.034242389,2.465452,0.046,57.32630924,0.156084656,,,,2.616516762,15,66.498 ,52.288 ,42.842 ,32.976 ,19.085 ,11.724 ,12.068 ,9.626 ,7.638 ,6.537 ,6.042 ,5.882 ,5.647 ,5.512 
05YJ-42,East,Mid K,63.43,0.65,17.22,4.48,2.7,0.07,1.4,4.39,4.08,2.58,0.2,1.02,99.52,,,10,,,32,,7,13,,,,,68.4,483,14,193,5.9,,570,25.14,52.25,6.25,22.95,3.91,1.09,3.39,0.46,2.63,0.5,1.35,0.19,1.3,0.21,4.22,0.4,12.86,4.75,1.25,108,,,,,,,,,,,,0.168823529,0.078392857,0.065806452,0.027446809,0.093487556,6.731104,0.035,27.23999211,1.581395349,,,,4.062986003,14.75,106.076 ,85.376 ,65.789 ,49.143 ,25.556 ,18.793 ,16.496 ,12.299 ,10.354 ,8.834 ,8.157 ,7.451 ,7.647 ,8.268 
05YJ-57,East,Mid K,63.87,0.63,16.78,4.32,3.22,0.07,1.37,4.47,3.74,2.69,0.21,1.37,99.51,,,9,,,39,,8,13,,,,,72.2,508,13.6,201,6.2,,585,26.51,51.86,6.07,23.09,3.9,1.05,3.15,0.44,2.34,0.46,1.3,0.19,1.27,0.21,4.62,0.43,15.65,5.04,1.22,108,,,,,,,,,,,,0.164509804,0.079821429,0.060322581,0.028617021,0.098710222,7.107136,0.03425,25.7595839,1.390334572,,,,3.313738019,14.41860465,111.857 ,84.739 ,63.895 ,49.443 ,25.490 ,18.103 ,15.328 ,11.765 ,9.213 ,8.127 ,7.855 ,7.451 ,7.471 ,8.268 
SF01-1,East,Late K,65,0.39,15.55,3.11,,0.06,1.5,3.36,3.62,1.95,0.12,4.98,99.62,,,7.76,,44.07,10.86,,6.18,6,6.86,48.25,17.53,1.22,52.47,480.25,10.03,118.51,8.81,2.73,569.93,22.83,42.35,4.37,16.22,2.73,0.85,2.6,0.33,1.74,0.32,0.86,0.13,0.87,0.13,3.56,0.84,18.4,5.49,1.99,93.2,,0.70613,±12,0.7057,,0.512603,±8,747,0.53,,,0.15245098,0.06,0.058387097,0.020744681,0.038866361,2.798378,0.0375,49.10539072,1.856410256,,,,2.301630435,10.48809524,96.329 ,69.199 ,46.000 ,34.732 ,17.843 ,14.655 ,12.652 ,8.824 ,6.850 ,5.654 ,5.196 ,5.098 ,5.118 ,5.118 
SF01-4,East,Late K,65.42,0.39,15.63,3.2,,0.06,1.52,3.34,3.73,2.03,0.12,4.4,99.82,,,7.8,,43.6,9.39,,6.19,4.67,9.67,48.38,18.23,115,53.56,530.1,10.38,93.56,9.16,3.39,607.64,23.73,43.94,4.49,16.69,2.8,0.85,2.71,0.34,1.74,0.31,0.84,0.12,0.85,0.13,2.92,0.87,19.93,5.56,1.86,93.2,,706044,±17,0.7056,,0.512619,±8,720,0.85,,,0.153235294,0.059642857,0.06016129,0.021595745,0.039991111,2.87936,0.038,48.72350125,1.837438424,,,,2.204716508,10.52873563,100.127 ,71.797 ,47.263 ,35.739 ,18.301 ,14.655 ,13.187 ,9.091 ,6.850 ,5.477 ,5.076 ,4.706 ,5.000 ,5.118 
SF01-5,East,Late K,65.47,0.38,15.66,3.12,,0.06,1.54,3.38,3.76,1.99,0.12,4.67,100.13,,,7.71,,43.68,15.36,,6.07,8.19,9.27,41.67,17.69,1.16,53.95,539,9.61,103.42,8.82,3.13,586.45,22.28,41.38,4.23,15.88,2.67,0.84,2.6,0.33,1.74,0.31,0.84,0.13,0.82,0.13,3.19,0.84,17.53,5.39,2.07,93.2,,0.706005,±14,0.7056,,0.512596,±17,755,0.39,,,0.153529412,0.060357143,0.060645161,0.021170213,0.038991333,2.807376,0.0385,49.6829753,1.889447236,,,,2.360524815,10.5,94.008 ,67.614 ,44.526 ,34.004 ,17.451 ,14.483 ,12.652 ,8.824 ,6.850 ,5.477 ,5.076 ,5.098 ,4.824 ,5.118 
SF03-1,East,Mid K,62.02,0.47,16.63,3.37,,0.06,1.54,5.27,3.34,1.78,0.18,5.16,99.79,,,7.97,,46.38,15.21,,6.86,9.77,7.99,48.83,18.2,1.08,37.91,645.34,10.09,110.38,9.17,1.31,538.85,22.9,43.78,4.66,17.82,2.95,0.99,2.79,0.35,1.81,0.33,0.91,0.14,0.91,0.14,3.33,0.75,14.56,3.94,1.51,105.5,,0.70572,±14,0.7055,,0.512626,±9,704,1.01,,,0.163039216,0.094107143,0.053870968,0.01893617,0.042115639,3.032326,0.0385,47.75748295,1.876404494,,,,3.006868132,12.22666667,96.624 ,71.536 ,49.053 ,38.158 ,19.281 ,17.069 ,13.577 ,9.358 ,7.126 ,5.830 ,5.498 ,5.490 ,5.353 ,5.512 
SF03-2,East,Mid K,62.29,0.48,16.47,3.39,,0.06,1.47,5.34,3.35,1.81,0.18,5.3,100.12,,,8.29,,47.28,17.27,,7,10.86,8.37,50.93,18.14,1.13,38.46,650.01,10.44,112.46,9.34,1.17,554.94,23.58,45.25,4.83,18.4,3.09,1.01,2.91,0.36,1.89,0.35,0.94,0.14,0.95,0.15,3.36,0.77,14.72,4.1,1.58,105.5,,0.705695,±13,0.7055,,0.512616,±9,726,0.79,,,0.161470588,0.095357143,0.054032258,0.019255319,0.042365583,3.050322,0.03675,46.45102577,1.850828729,,,,3.074048913,12.12987013,99.494 ,73.938 ,50.842 ,39.400 ,20.196 ,17.414 ,14.161 ,9.626 ,7.441 ,6.184 ,5.680 ,5.490 ,5.588 ,5.906 
SF03-3,East,Mid K,61.96,0.5,16.3,3.38,,0.06,1.42,5.42,3.35,1.83,0.19,5.28,99.66,,,8.12,,48.44,18.54,,7,12.03,9.11,47.82,18.28,1.11,38.95,650.55,10.63,109.08,9.77,1.17,568.55,23.9,45.8,4.91,18.71,3.07,1.01,2.95,0.37,1.91,0.35,0.94,0.14,0.96,0.15,3.27,0.81,14.56,4.22,1.61,105.5,,0.705656,±11,0.7054,,0.512639,±7,682,1.26,,,0.159803922,0.096785714,0.054032258,0.019468085,0.042240611,3.041324,0.0355,45.66467834,1.830601093,,,,3.145604396,12.0617284,100.844 ,74.837 ,51.684 ,40.064 ,20.065 ,17.414 ,14.355 ,9.893 ,7.520 ,6.184 ,5.680 ,5.490 ,5.647 ,5.906 
